30. ROUND	AFC Eskilstuna - Sirius	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/afc-eskilstuna-sirius/nw6M5vp2/	Elfsborg - Norrkoping	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/elfsborg-norrkoping/zanHRL6L/	Goteborg - Sundsvall	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ifk-goteborg-sundsvall/d8mDS1iF/	Hammarby - Halmstad	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hammarby-halmstad/SYr9Tsx9/	Jonkopings - Ostersunds	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/jonkopings-ostersunds/lrp5UNM2/	Kalmar - Djurgarden	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/kalmar-djurgarden/fqTmMaUr/	Malmo FF - Hacken	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/malmo-ff-hacken/INyMQuMR/	Orebro - AIK	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/orebro-aik/l6SiLJqk/
29. ROUND	AIK - Goteborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/aik-ifk-goteborg/tt3E70Fk/	Norrkoping - Orebro	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/norrkoping-orebro/nuotQ8VG/	Djurgarden - Jonkopings	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/djurgarden-jonkopings/z32I6KUe/	Hacken - Kalmar	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hacken-kalmar/2k4A8t0q/	Sirius - Malmo FF	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sirius-malmo-ff/0OrUSAob/	Sundsvall - Hammarby	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sundsvall-hammarby/8lnxRlGA/	Halmstad - AFC Eskilstuna	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/halmstad-afc-eskilstuna/IagPTjWi/	Ostersunds - Elfsborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ostersunds-elfsborg/ERnYRU04/
28. ROUND	Hammarby - Sirius	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hammarby-sirius/YgCaDVoB/	Jonkopings - Kalmar	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/jonkopings-kalmar/f3DeEBW4/	Malmo FF - AIK	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/malmo-ff-aik/Or5CATVT/	Djurgarden - Hacken	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/djurgarden-hacken/Qiiv6mvo/	Goteborg - Ostersunds	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ifk-goteborg-ostersunds/tKF7B9GN/	Sundsvall - Norrkoping	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sundsvall-norrkoping/SGB3Ck1H/	AFC Eskilstuna - Elfsborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/afc-eskilstuna-elfsborg/xSIjFiHb/	Orebro - Halmstad	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/orebro-halmstad/v9fLUWGo/
27. ROUND	Kalmar - Hammarby	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/kalmar-hammarby/4EKrHDnn/	Norrkoping - Malmo FF	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/norrkoping-malmo-ff/lQjUcjnO/	AIK - Jonkopings	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/aik-jonkopings/byKnGX1h/	Elfsborg - Sundsvall	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/elfsborg-sundsvall/hvHvIgXu/	Sirius - Djurgarden	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sirius-djurgarden/t0mMaCHB/	Hacken - AFC Eskilstuna	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hacken-afc-eskilstuna/SGkYdA1U/	Halmstad - Goteborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/halmstad-ifk-goteborg/bybH0h25/	Ostersunds - Orebro	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ostersunds-orebro/KjnQbWWH/
26. ROUND	AIK - Elfsborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/aik-elfsborg/jBf92EXh/	Hammarby - Norrkoping	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hammarby-norrkoping/Gd4bpXHO/	Malmo FF - Halmstad	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/malmo-ff-halmstad/CKe53fIn/	Orebro - Kalmar	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/orebro-kalmar/pYgD1Yna/	Ostersunds - Hacken	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ostersunds-hacken/2g0foD2I/	Sundsvall - Djurgarden	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sundsvall-djurgarden/Uaht9GfP/	AFC Eskilstuna - Jonkopings	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/afc-eskilstuna-jonkopings/KUAkngmC/	Goteborg - Sirius	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ifk-goteborg-sirius/W8v84z3t/
25. ROUND	AFC Eskilstuna - Goteborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/afc-eskilstuna-ifk-goteborg/dYEadwBJ/	Malmo FF - Elfsborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/malmo-ff-elfsborg/YD8wke3g/	Sirius - Orebro	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sirius-orebro/zPD3ecQP/	Djurgarden - Hammarby	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/djurgarden-hammarby/tvComZX5/	Hacken - AIK	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hacken-aik/jkJYkylm/	Jonkopings - Sundsvall	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/jonkopings-sundsvall/h40VjHYt/	Kalmar - Ostersunds	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/kalmar-ostersunds/C47slFIa/	Halmstad - Norrkoping	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/halmstad-norrkoping/KGVGXgYI/
24. ROUND	Orebro - AFC Eskilstuna	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/orebro-afc-eskilstuna/tQWCYZIC/	Sundsvall - AIK	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sundsvall-aik/jyv0yxZg/	Halmstad - Kalmar	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/halmstad-kalmar/pWSJe6K8/	Hammarby - Goteborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hammarby-ifk-goteborg/CpudxIJm/	Jonkopings - Sirius	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/jonkopings-sirius/4Kuhwb4s/	Ostersunds - Malmo FF	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ostersunds-malmo-ff/SfIOfQZE/	Elfsborg - Djurgarden	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/elfsborg-djurgarden/n3X8ZF36/	Norrkoping - Hacken	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/norrkoping-hacken/YaT4zdl0/
23. ROUND	AFC Eskilstuna - Sundsvall	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/afc-eskilstuna-sundsvall/WS2ps75F/	AIK - Halmstad	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/aik-halmstad/IPzYX2S1/	Malmo FF - Hammarby	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/malmo-ff-hammarby/McsPZOck/	Sirius - Ostersunds	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sirius-ostersunds/EihktRKL/	Djurgarden - Orebro	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/djurgarden-orebro/WSOFdn52/	Goteborg - Jonkopings	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ifk-goteborg-jonkopings/r7rLz5rq/	Hacken - Elfsborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hacken-elfsborg/QReguozS/	Kalmar - Norrkoping	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/kalmar-norrkoping/vZyUYrDe/
22. ROUND	Goteborg - Djurgarden	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ifk-goteborg-djurgarden/pC0Yq9Ld/	Elfsborg - Kalmar	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/elfsborg-kalmar/O2axqTz3/	Halmstad - Hacken	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/halmstad-hacken/4rELraPM/	Hammarby - AIK	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hammarby-aik/tvzhyHHd/	Jonkopings - Norrkoping	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/jonkopings-norrkoping/SzWmxc2j/	Orebro - Malmo FF	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/orebro-malmo-ff/hx4trmj9/	Sirius - Sundsvall	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sirius-sundsvall/W4pIsJvT/	Ostersunds - AFC Eskilstuna	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/ostersunds-afc-eskilstuna/YDWqwwmp/
21. ROUND	AIK - Djurgarden	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/aik-djurgarden/QiFHquAG/	Elfsborg - Halmstad	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/elfsborg-halmstad/z3M4nsQc/	Hacken - Jonkopings	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/hacken-jonkopings/dCN0mNAi/	Kalmar - Sirius	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/kalmar-sirius/WUFDpLfA/	Malmo FF - Goteborg	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/malmo-ff-ifk-goteborg/IRB9o1u4/	Norrkoping - Ostersunds	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/norrkoping-ostersunds/8dUIOwYj/	Sundsvall - Orebro	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/sundsvall-orebro/U5VEPJIp/	AFC Eskilstuna - Hammarby	https://www.betexplorer.com/soccer/sweden/allsvenskan-2017/afc-eskilstuna-hammarby/OOhnUaAT/
