FINAL - 2ND LEG;AC Milan U19 - Torino U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/ac-milan-u19-torino-u19/jiSGzGnc/
FINAL - 1ST LEG;Torino U19 - AC Milan U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/torino-u19-ac-milan-u19/lnlYBW9d/
SEMI-FINALS - 2ND LEG;Atalanta U19 - AC Milan U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/atalanta-u19-ac-milan-u19/WAcBeNPl/;Torino U19 - AS Roma U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/torino-u19-as-roma-u19/A1dFfsue/
SEMI-FINALS - 1ST LEG;AC Milan U19 - Atalanta U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/ac-milan-u19-atalanta-u19/2uum1q2R/;AS Roma U19 - Torino U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/as-roma-u19-torino-u19/4lREd3Ar/
QUARTER-FINALS;AS Roma U19 - Bari U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/as-roma-u19-bari-u19/C6lN0qOR/;Chievo U19 - AC Milan U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/chievo-u19-ac-milan-u19/vuyG25gF/;Genoa U19 - Torino U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/genoa-u19-torino-u19/IVZJ1P8L/;Inter U19 - Atalanta U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/inter-u19-atalanta-u19/dGoB3ov9/
1/8-FINALS;AS Roma U19 - Palermo U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/as-roma-u19-palermo-u19/2a3l4egr/;Atalanta U19 - Udinese U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/atalanta-u19-udinese-u19/l2QRnfO7/;Chievo U19 - Perugia U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/chievo-u19-perugia-u19/j74ABw18/;Fiorentina U19 - AC Milan U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/fiorentina-u19-ac-milan-u19/lhNDAcGE/;Inter U19 - Novara U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/inter-u19-novara-u19/ABRNmz91/;Juventus U19 - Torino U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/juventus-u19-torino-u19/M5LL8yoR/;Lazio U19 - Bari U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/lazio-u19-bari-u19/tj2h3F8l/;Sampdoria U19 - Genoa U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/sampdoria-u19-genoa-u19/rFMH9HVK/
1/16-FINALS;AC Milan U19 - Empoli U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/ac-milan-u19-empoli-u19/tCZpLTbr/;Bari U19 - Crotone U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/bari-u19-crotone-u19/ptlFQkyL/;Genoa U19 - Ternana U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/genoa-u19-ternana-u19/OWnJP9jR/;Novara U19 - Cremonese U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/novara-u19-cremonese-u19/fFwkKmEl/;Palermo U19 - Benevento U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/palermo-u19-benevento-u19/xvTgJ7Tf/;Perugia U19 - Cittadella U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/perugia-u19-cittadella-u19/GURcIRr1/;Torino U19 - Spezia U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/torino-u19-spezia-u19/OfR1Hob7/;Udinese U19 - Bologna U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/udinese-u19-bologna-u19/2oQ5G5DD/
1/32-FINALS;AC Milan U19 - Salernitana U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/ac-milan-u19-salernitana-u19/KKRB88Ic/;Bari U19 - Ascoli U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/bari-u19-ascoli-u19/GnsjMRnc/;Bologna U19 - Brescia U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/bologna-u19-brescia-u19/ENzMooBp/;Cagliari U19 - Cittadella U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/cagliari-u19-cittadella-u19/6HN79l3i/;Cesena U19 - Novara U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/cesena-u19-novara-u19/lSu03DtI/;Empoli U19 - Carpi U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/empoli-u19-carpi-u19/2qHG7SX3/;Entella U19 - Ternana U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/entella-u19-ternana-u19/tzGK6nmA/;Genoa U19 - Spal U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/genoa-u19-spal-u19/A9KO562G/;Napoli U19 - Benevento U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/napoli-u19-benevento-u19/6Haaa4up/;Palermo U19 - Frosinone U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/palermo-u19-frosinone-u19/0va3bOfj/;Pescara U19 - Crotone U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/pescara-u19-crotone-u19/vVc7crAd/;Sassuolo U19 - Perugia U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/sassuolo-u19-perugia-u19/hEZPp5Qj/;Spezia U19 - Pro Vercelli U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/spezia-u19-pro-vercelli-u19/l0JS4QHM/;Torino U19 - Avellino U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/torino-u19-avellino-u19/WO8X3pXS/;Udinese U19 - Parma U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/udinese-u19-parma-u19/CAp718Z4/;Verona U19 - Cremonese U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/verona-u19-cremonese-u19/O4Cxmvjp/
1/64-FINALS;Parma U19 - Foggia U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/parma-u19-foggia-u19/l0ubK5H9/;Venezia U19 - Cremonese U19;https://www.betexplorer.com/soccer/italy/coppa-italia-primavera-2017-2018/unione-venezia-u19-cremonese-u19/fwtfLo23/
