GROUP L - 3. ROUND;L Aquila - Teramo;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/aquila-calcio-teramo/p4EmkG0n/
GROUP E - 2. ROUND;Venezia - Bassano;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/unione-venezia-bassano-virtus/bVY0TavQ/
GROUP P - 3. ROUND;HinterReggio - Vigor Lamezia;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/hinterreggio-calcio-lamezia/xKSdoYaB/
GROUP O - 3. ROUND;Martina Franca - Salernitana;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/martina-franca-salernitana/bTThnEp5/
GROUP N - 3. ROUND;Campobasso - Arzanese;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/campobasso-arzanese/IHCemfVb/
GROUP M - 3. ROUND;Aprilia - Fondi;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/aprilia-fondi/vRDilzGh/
GROUP I - 3. ROUND;Borgo a Buggiano - Poggibonsi;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/borgo-a-buggiano-poggibonsi/W0Aqjdot/
GROUP H - 3. ROUND;Gavorrano - Pontedera;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/gavorrano-us-pontedera/6wqwVCFU/
GROUP G - 3. ROUND;Santarcangelo - Rimini;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/santarcangelo-rimini/SnpZVh0O/
GROUP F - 3. ROUND;Giacomense - Forli;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/giacomense-forli-fc/bDuVWYpI/
GROUP E - 3. ROUND;FeralpiSalo - Venezia;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/feralpisalo-unione-venezia/KMtRXEVB/
GROUP D - 3. ROUND;Castiglione - Tritium;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/sterilgarda-castiglione-tritium/xbiMYfG5/
GROUP C - 3. ROUND;Como - Renate;https://www.betexplorer.com/soccer/italy/coppa-italia-lega-pro-2012-2013/como-renate/vDYIZz1a/
