46. ROUND;Aston Villa - Brighton;https://www.betexplorer.com/soccer/england/championship-2016-2017/aston-villa-brighton/6D1G5qM0/;Brentford - Blackburn;https://www.betexplorer.com/soccer/england/championship-2016-2017/brentford-blackburn/zm6K43y7/;Bristol City - Birmingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/bristol-city-birmingham/Ew5O3NjD/;Burton - Reading;https://www.betexplorer.com/soccer/england/championship-2016-2017/burton-reading/Grq7S6TD/;Huddersfield - Cardiff;https://www.betexplorer.com/soccer/england/championship-2016-2017/huddersfield-cardiff/0KCWkV1I/;Newcastle - Barnsley;https://www.betexplorer.com/soccer/england/championship-2016-2017/newcastle-utd-barnsley/SInBRQrK/;Norwich - QPR;https://www.betexplorer.com/soccer/england/championship-2016-2017/norwich-qpr/MunFQpbQ/;Nottingham - Ipswich;https://www.betexplorer.com/soccer/england/championship-2016-2017/nottingham-ipswich/OlYtM46s/;Rotherham - Derby;https://www.betexplorer.com/soccer/england/championship-2016-2017/rotherham-derby/tQSoLOLm/;Sheffield Wed - Fulham;https://www.betexplorer.com/soccer/england/championship-2016-2017/sheffield-wed-fulham/KGRkKryf/;Wigan - Leeds;https://www.betexplorer.com/soccer/england/championship-2016-2017/wigan-leeds/EwRgJ2j0/;Wolves - Preston;https://www.betexplorer.com/soccer/england/championship-2016-2017/wolves-preston/StVcIM56/
45. ROUND;Barnsley - Burton;https://www.betexplorer.com/soccer/england/championship-2016-2017/barnsley-burton/rHmDAY7S/;Birmingham - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2016-2017/birmingham-huddersfield/pQZv6hGq/;Blackburn - Aston Villa;https://www.betexplorer.com/soccer/england/championship-2016-2017/blackburn-aston-villa/SlPq5CVk/;Brighton - Bristol City;https://www.betexplorer.com/soccer/england/championship-2016-2017/brighton-bristol-city/thTm4Wpd/;Derby - Wolves;https://www.betexplorer.com/soccer/england/championship-2016-2017/derby-wolves/feHVSFNd/;Fulham - Brentford;https://www.betexplorer.com/soccer/england/championship-2016-2017/fulham-brentford/YoGZRZx3/;Ipswich - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2016-2017/ipswich-sheffield-wed/08nWQgh9/;Leeds - Norwich;https://www.betexplorer.com/soccer/england/championship-2016-2017/leeds-norwich/vaozQD7F/;Preston - Rotherham;https://www.betexplorer.com/soccer/england/championship-2016-2017/preston-rotherham/Wf938oxr/;QPR - Nottingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/qpr-nottingham/pbD775il/;Reading - Wigan;https://www.betexplorer.com/soccer/england/championship-2016-2017/reading-wigan/SM2C6P6f/;Cardiff - Newcastle;https://www.betexplorer.com/soccer/england/championship-2016-2017/cardiff-newcastle-utd/YctziBnC/
28. ROUND;Wolves - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2016-2017/wolves-huddersfield/QgjSdjS8/
44. ROUND;Newcastle - Preston;https://www.betexplorer.com/soccer/england/championship-2016-2017/newcastle-utd-preston/8vglGxvi/;Aston Villa - Birmingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/aston-villa-birmingham/xdrTESsH/;Brentford - QPR;https://www.betexplorer.com/soccer/england/championship-2016-2017/brentford-qpr/KKXXDncN/;Bristol City - Barnsley;https://www.betexplorer.com/soccer/england/championship-2016-2017/bristol-city-barnsley/YNyxD6CT/;Burton - Leeds;https://www.betexplorer.com/soccer/england/championship-2016-2017/burton-leeds/j3O38QKp/;Huddersfield - Fulham;https://www.betexplorer.com/soccer/england/championship-2016-2017/huddersfield-fulham/UgN77pzi/;Nottingham - Reading;https://www.betexplorer.com/soccer/england/championship-2016-2017/nottingham-reading/thidEG83/;Rotherham - Ipswich;https://www.betexplorer.com/soccer/england/championship-2016-2017/rotherham-ipswich/hSf0DzO9/;Sheffield Wed - Derby;https://www.betexplorer.com/soccer/england/championship-2016-2017/sheffield-wed-derby/zip5CfwG/;Wigan - Cardiff;https://www.betexplorer.com/soccer/england/championship-2016-2017/wigan-cardiff/f7sWiiX5/;Wolves - Blackburn;https://www.betexplorer.com/soccer/england/championship-2016-2017/wolves-blackburn/Esq9BEhM/;Norwich - Brighton;https://www.betexplorer.com/soccer/england/championship-2016-2017/norwich-brighton/nVihFdgc/
43. ROUND;Barnsley - Brentford;https://www.betexplorer.com/soccer/england/championship-2016-2017/barnsley-brentford/COPuszJm/;Birmingham - Burton;https://www.betexplorer.com/soccer/england/championship-2016-2017/birmingham-burton/jFOqtfYg/;Blackburn - Bristol City;https://www.betexplorer.com/soccer/england/championship-2016-2017/blackburn-bristol-city/8jJluEm0/;Brighton - Wigan;https://www.betexplorer.com/soccer/england/championship-2016-2017/brighton-wigan/nsIhvY26/;Cardiff - Nottingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/cardiff-nottingham/t4HdwhIC/;Derby - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2016-2017/derby-huddersfield/hvL0xCXI/;Fulham - Aston Villa;https://www.betexplorer.com/soccer/england/championship-2016-2017/fulham-aston-villa/fqaq1eAJ/;Ipswich - Newcastle;https://www.betexplorer.com/soccer/england/championship-2016-2017/ipswich-newcastle-utd/YZcm0FPP/;Leeds - Wolves;https://www.betexplorer.com/soccer/england/championship-2016-2017/leeds-wolves/QRkFeZXt/;Preston - Norwich;https://www.betexplorer.com/soccer/england/championship-2016-2017/preston-norwich/4IlJfgmm/;QPR - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2016-2017/qpr-sheffield-wed/nsvOgD2g/;Reading - Rotherham;https://www.betexplorer.com/soccer/england/championship-2016-2017/reading-rotherham/0prShXHa/
42. ROUND;Aston Villa - Reading;https://www.betexplorer.com/soccer/england/championship-2016-2017/aston-villa-reading/Cz6r3Vr5/;Brentford - Derby;https://www.betexplorer.com/soccer/england/championship-2016-2017/brentford-derby/ALOo2kbB/;Bristol City - QPR;https://www.betexplorer.com/soccer/england/championship-2016-2017/bristol-city-qpr/4rOk19DH/;Burton - Ipswich;https://www.betexplorer.com/soccer/england/championship-2016-2017/burton-ipswich/rZMg0TSN/;Huddersfield - Preston;https://www.betexplorer.com/soccer/england/championship-2016-2017/huddersfield-preston/0AHbamrU/;Newcastle - Leeds;https://www.betexplorer.com/soccer/england/championship-2016-2017/newcastle-utd-leeds/2J3Qf7jo/;Norwich - Fulham;https://www.betexplorer.com/soccer/england/championship-2016-2017/norwich-fulham/GMi8JjTo/;Nottingham - Blackburn;https://www.betexplorer.com/soccer/england/championship-2016-2017/nottingham-blackburn/UPeCIArh/;Rotherham - Birmingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/rotherham-birmingham/CloHHUcb/;Sheffield Wed - Cardiff;https://www.betexplorer.com/soccer/england/championship-2016-2017/sheffield-wed-cardiff/I1QyrG3s/;Wolves - Brighton;https://www.betexplorer.com/soccer/england/championship-2016-2017/wolves-brighton/b5qPF8SA/;Wigan - Barnsley;https://www.betexplorer.com/soccer/england/championship-2016-2017/wigan-barnsley/jupLGlD4/
41. ROUND;Birmingham - Derby;https://www.betexplorer.com/soccer/england/championship-2016-2017/birmingham-derby/IiV3iYqg/;Blackburn - Barnsley;https://www.betexplorer.com/soccer/england/championship-2016-2017/blackburn-barnsley/CEU7jhaa/;Bristol City - Wolves;https://www.betexplorer.com/soccer/england/championship-2016-2017/bristol-city-wolves/j5TBkCE5/;Burton - Aston Villa;https://www.betexplorer.com/soccer/england/championship-2016-2017/burton-aston-villa/WGp9lWTB/;Cardiff - Brentford;https://www.betexplorer.com/soccer/england/championship-2016-2017/cardiff-brentford/ttZ9ndeQ/;Fulham - Ipswich;https://www.betexplorer.com/soccer/england/championship-2016-2017/fulham-ipswich/A7qDmjqI/;Leeds - Preston;https://www.betexplorer.com/soccer/england/championship-2016-2017/leeds-preston/4UrHnAbO/;Norwich - Reading;https://www.betexplorer.com/soccer/england/championship-2016-2017/norwich-reading/IXnLoUDU/;Nottingham - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2016-2017/nottingham-huddersfield/reER6Dqt/;Sheffield Wed - Newcastle;https://www.betexplorer.com/soccer/england/championship-2016-2017/sheffield-wed-newcastle-utd/jLHZ4iEh/;Wigan - Rotherham;https://www.betexplorer.com/soccer/england/championship-2016-2017/wigan-rotherham/UBGw4BTb/;QPR - Brighton;https://www.betexplorer.com/soccer/england/championship-2016-2017/qpr-brighton/MoDV5Xbn/
40. ROUND;Huddersfield - Norwich;https://www.betexplorer.com/soccer/england/championship-2016-2017/huddersfield-norwich/OfTWluOf/;Newcastle - Burton;https://www.betexplorer.com/soccer/england/championship-2016-2017/newcastle-utd-burton/4lRahEUn/;Aston Villa - QPR;https://www.betexplorer.com/soccer/england/championship-2016-2017/aston-villa-qpr/WdlhdNVK/;Barnsley - Cardiff;https://www.betexplorer.com/soccer/england/championship-2016-2017/barnsley-cardiff/bHq5mxtK/;Brentford - Leeds;https://www.betexplorer.com/soccer/england/championship-2016-2017/brentford-leeds/AmmdesoR/;Brighton - Birmingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/brighton-birmingham/jsVOj1gr/;Derby - Fulham;https://www.betexplorer.com/soccer/england/championship-2016-2017/derby-fulham/UXTSkL8l/;Ipswich - Wigan;https://www.betexplorer.com/soccer/england/championship-2016-2017/ipswich-wigan/zVWzlaw1/;Preston - Bristol City;https://www.betexplorer.com/soccer/england/championship-2016-2017/preston-bristol-city/IgMumJh7/;Reading - Blackburn;https://www.betexplorer.com/soccer/england/championship-2016-2017/reading-blackburn/MPyegfFt/;Rotherham - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2016-2017/rotherham-sheffield-wed/dpLqnw8D/;Wolves - Nottingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/wolves-nottingham/p0ERAMpE/
39. ROUND;Aston Villa - Norwich;https://www.betexplorer.com/soccer/england/championship-2016-2017/aston-villa-norwich/IsduOsqb/;Barnsley - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2016-2017/barnsley-sheffield-wed/dYfqN1b4/;Brentford - Bristol City;https://www.betexplorer.com/soccer/england/championship-2016-2017/brentford-bristol-city/Q7amMLDA/;Brighton - Blackburn;https://www.betexplorer.com/soccer/england/championship-2016-2017/brighton-blackburn/4bbiLuTG/;Huddersfield - Burton;https://www.betexplorer.com/soccer/england/championship-2016-2017/huddersfield-burton/baGP2XCk/;Ipswich - Birmingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/ipswich-birmingham/hMFT1iSe/;Newcastle - Wigan;https://www.betexplorer.com/soccer/england/championship-2016-2017/newcastle-utd-wigan/WCEX0Bs2/;Preston - Nottingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/preston-nottingham/W4K8PfK2/;Reading - Leeds;https://www.betexplorer.com/soccer/england/championship-2016-2017/reading-leeds/AeJCOEZ8/;Rotherham - Fulham;https://www.betexplorer.com/soccer/england/championship-2016-2017/rotherham-fulham/4IIGNYlF/;Wolves - Cardiff;https://www.betexplorer.com/soccer/england/championship-2016-2017/wolves-cardiff/vDGkenAm/;Derby - QPR;https://www.betexplorer.com/soccer/england/championship-2016-2017/derby-qpr/pdCL3Dcq/
38. ROUND;Birmingham - Newcastle;https://www.betexplorer.com/soccer/england/championship-2016-2017/birmingham-newcastle-utd/llTgCppn/;Blackburn - Preston;https://www.betexplorer.com/soccer/england/championship-2016-2017/blackburn-preston/rPscB4ah/;Burton - Brentford;https://www.betexplorer.com/soccer/england/championship-2016-2017/burton-brentford/4vW59rU4/;Cardiff - Ipswich;https://www.betexplorer.com/soccer/england/championship-2016-2017/cardiff-ipswich/Q9CodSfs/;Fulham - Wolves;https://www.betexplorer.com/soccer/england/championship-2016-2017/fulham-wolves/IszA82qB/;Leeds - Brighton;https://www.betexplorer.com/soccer/england/championship-2016-2017/leeds-brighton/C4ZD7MbH/;Norwich - Barnsley;https://www.betexplorer.com/soccer/england/championship-2016-2017/norwich-barnsley/jeYH6tEN/;Nottingham - Derby;https://www.betexplorer.com/soccer/england/championship-2016-2017/nottingham-derby/8WSM50TT/;QPR - Rotherham;https://www.betexplorer.com/soccer/england/championship-2016-2017/qpr-rotherham/AuFl1Kyo/;Wigan - Aston Villa;https://www.betexplorer.com/soccer/england/championship-2016-2017/wigan-aston-villa/zJ6zPNTi/;Bristol City - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2016-2017/bristol-city-huddersfield/MFt1AOEb/;Sheffield Wed - Reading;https://www.betexplorer.com/soccer/england/championship-2016-2017/sheffield-wed-reading/Or3WP3Eo/
33. ROUND;Brentford - Wolves;https://www.betexplorer.com/soccer/england/championship-2016-2017/brentford-wolves/xUJLJAVj/
28. ROUND;Fulham - Blackburn;https://www.betexplorer.com/soccer/england/championship-2016-2017/fulham-blackburn/vcUdsBSL/
37. ROUND;Aston Villa - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2016-2017/aston-villa-sheffield-wed/CMSq4mhP/;Barnsley - Ipswich;https://www.betexplorer.com/soccer/england/championship-2016-2017/barnsley-ipswich/EVEBa70t/;Brentford - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2016-2017/brentford-huddersfield/df4GbRFn/;Burton - Nottingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/burton-nottingham/2i7Od5pa/;Cardiff - Birmingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/cardiff-birmingham/KSZI08nQ/;Leeds - QPR;https://www.betexplorer.com/soccer/england/championship-2016-2017/leeds-qpr/tr6SePa5/;Newcastle - Fulham;https://www.betexplorer.com/soccer/england/championship-2016-2017/newcastle-utd-fulham/bJ0XfqFB/;Norwich - Blackburn;https://www.betexplorer.com/soccer/england/championship-2016-2017/norwich-blackburn/xAayf3UH/;Preston - Reading;https://www.betexplorer.com/soccer/england/championship-2016-2017/preston-reading/WWbugNqO/;Wigan - Bristol City;https://www.betexplorer.com/soccer/england/championship-2016-2017/wigan-bristol-city/pz3qhsaU/;Wolves - Rotherham;https://www.betexplorer.com/soccer/england/championship-2016-2017/wolves-rotherham/AcUkDQUu/;Brighton - Derby;https://www.betexplorer.com/soccer/england/championship-2016-2017/brighton-derby/8U7KcoVh/
36. ROUND;Birmingham - Wigan;https://www.betexplorer.com/soccer/england/championship-2016-2017/birmingham-wigan/OpbRSQVI/;Blackburn - Cardiff;https://www.betexplorer.com/soccer/england/championship-2016-2017/blackburn-cardiff/txyF1lXJ/;Bristol City - Norwich;https://www.betexplorer.com/soccer/england/championship-2016-2017/bristol-city-norwich/QkxAiA8J/;Derby - Preston;https://www.betexplorer.com/soccer/england/championship-2016-2017/derby-preston/vgtEjUNP/;Fulham - Leeds;https://www.betexplorer.com/soccer/england/championship-2016-2017/fulham-leeds/dYSunlWt/;Huddersfield - Aston Villa;https://www.betexplorer.com/soccer/england/championship-2016-2017/huddersfield-aston-villa/zPRqo8om/;Ipswich - Wolves;https://www.betexplorer.com/soccer/england/championship-2016-2017/ipswich-wolves/GzqspS0g/;Nottingham - Brentford;https://www.betexplorer.com/soccer/england/championship-2016-2017/nottingham-brentford/fRsoqnGa/;QPR - Barnsley;https://www.betexplorer.com/soccer/england/championship-2016-2017/qpr-barnsley/llskr6V5/;Reading - Newcastle;https://www.betexplorer.com/soccer/england/championship-2016-2017/reading-newcastle-utd/O6Z1u4FO/;Rotherham - Brighton;https://www.betexplorer.com/soccer/england/championship-2016-2017/rotherham-brighton/2iogsQpC/;Sheffield Wed - Burton;https://www.betexplorer.com/soccer/england/championship-2016-2017/sheffield-wed-burton/pGzbtp0I/
35. ROUND;Blackburn - Wigan;https://www.betexplorer.com/soccer/england/championship-2016-2017/blackburn-wigan/G2qqTZP1/;Bristol City - Burton;https://www.betexplorer.com/soccer/england/championship-2016-2017/bristol-city-burton/U5XQiJ22/;Derby - Barnsley;https://www.betexplorer.com/soccer/england/championship-2016-2017/derby-barnsley/8dWUjwI8/;Fulham - Preston;https://www.betexplorer.com/soccer/england/championship-2016-2017/fulham-preston/QXQZkcXE/;Huddersfield - Newcastle;https://www.betexplorer.com/soccer/england/championship-2016-2017/huddersfield-newcastle-utd/2cl3YU1s/;Ipswich - Brentford;https://www.betexplorer.com/soccer/england/championship-2016-2017/ipswich-brentford/dKm7XlHm/;Nottingham - Brighton;https://www.betexplorer.com/soccer/england/championship-2016-2017/nottingham-brighton/f56AW8Wg/;QPR - Cardiff;https://www.betexplorer.com/soccer/england/championship-2016-2017/qpr-cardiff/hMsXx5fJ/;Reading - Wolves;https://www.betexplorer.com/soccer/england/championship-2016-2017/reading-wolves/xUeFVSo0/;Rotherham - Aston Villa;https://www.betexplorer.com/soccer/england/championship-2016-2017/rotherham-aston-villa/GKfJUn16/;Sheffield Wed - Norwich;https://www.betexplorer.com/soccer/england/championship-2016-2017/sheffield-wed-norwich/pfaNT6GC/;Birmingham - Leeds;https://www.betexplorer.com/soccer/england/championship-2016-2017/birmingham-leeds/2auuUFAe/
33. ROUND;Blackburn - Derby;https://www.betexplorer.com/soccer/england/championship-2016-2017/blackburn-derby/bwLHKjGp/
28. ROUND;Aston Villa - Bristol City;https://www.betexplorer.com/soccer/england/championship-2016-2017/aston-villa-bristol-city/O6RppDr3/;Brighton - Newcastle;https://www.betexplorer.com/soccer/england/championship-2016-2017/brighton-newcastle-utd/6VGkqXc9/
34. ROUND;Norwich - Ipswich;https://www.betexplorer.com/soccer/england/championship-2016-2017/norwich-ipswich/WA50ybIL/;Aston Villa - Derby;https://www.betexplorer.com/soccer/england/championship-2016-2017/aston-villa-derby/jXqeY9pp/;Barnsley - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2016-2017/barnsley-huddersfield/pfqaXTaj/;Brentford - Rotherham;https://www.betexplorer.com/soccer/england/championship-2016-2017/brentford-rotherham/Opr3WmFd/;Brighton - Reading;https://www.betexplorer.com/soccer/england/championship-2016-2017/brighton-reading/2VDqutJd/;Cardiff - Fulham;https://www.betexplorer.com/soccer/england/championship-2016-2017/cardiff-fulham/EVrTwouD/;Leeds - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2016-2017/leeds-sheffield-wed/zqCiwKm9/;Newcastle - Bristol City;https://www.betexplorer.com/soccer/england/championship-2016-2017/newcastle-utd-bristol-city/lnGexv3F/;Preston - QPR;https://www.betexplorer.com/soccer/england/championship-2016-2017/preston-qpr/A144zIXR/;Wigan - Nottingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/wigan-nottingham/tpiWVytq/;Burton - Blackburn;https://www.betexplorer.com/soccer/england/championship-2016-2017/burton-blackburn/tMCmv0Y2/;Wolves - Birmingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/wolves-birmingham/KzjzVeek/
33. ROUND;Bristol City - Fulham;https://www.betexplorer.com/soccer/england/championship-2016-2017/bristol-city-fulham/jX73rf8i/;Huddersfield - Reading;https://www.betexplorer.com/soccer/england/championship-2016-2017/huddersfield-reading/na1CtYx4/
28. ROUND;Derby - Burton;https://www.betexplorer.com/soccer/england/championship-2016-2017/derby-burton/pMFgriDF/;QPR - Wigan;https://www.betexplorer.com/soccer/england/championship-2016-2017/qpr-wigan/Wf9yzTKe/;Sheffield Wed - Brentford;https://www.betexplorer.com/soccer/england/championship-2016-2017/sheffield-wed-brentford/n3iOcWC2/
33. ROUND;Newcastle - Aston Villa;https://www.betexplorer.com/soccer/england/championship-2016-2017/newcastle-utd-aston-villa/fP4KvC7G/;Barnsley - Brighton;https://www.betexplorer.com/soccer/england/championship-2016-2017/barnsley-brighton/U72gQChN/;Birmingham - QPR;https://www.betexplorer.com/soccer/england/championship-2016-2017/birmingham-qpr/8b1cPW7T/;Burton - Norwich;https://www.betexplorer.com/soccer/england/championship-2016-2017/burton-norwich/4zC7sENc/;Cardiff - Rotherham;https://www.betexplorer.com/soccer/england/championship-2016-2017/cardiff-rotherham/W6gOvRP6/;Ipswich - Leeds;https://www.betexplorer.com/soccer/england/championship-2016-2017/ipswich-leeds/Qk0GuhhA/;Nottingham - Sheffield Wed;https://www.betexplorer.com/soccer/england/championship-2016-2017/nottingham-sheffield-wed/YF3OwWMM/;Wigan - Preston;https://www.betexplorer.com/soccer/england/championship-2016-2017/wigan-preston/GvgTxjxT/
32. ROUND;Aston Villa - Barnsley;https://www.betexplorer.com/soccer/england/championship-2016-2017/aston-villa-barnsley/QFq7EFgB/;Brighton - Ipswich;https://www.betexplorer.com/soccer/england/championship-2016-2017/brighton-ipswich/rivCDZ8H/;Derby - Cardiff;https://www.betexplorer.com/soccer/england/championship-2016-2017/derby-cardiff/KWkKu7A0/;Fulham - Nottingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/fulham-nottingham/MswGCgON/;Leeds - Bristol City;https://www.betexplorer.com/soccer/england/championship-2016-2017/leeds-bristol-city/G4xKBDwU/;Norwich - Newcastle;https://www.betexplorer.com/soccer/england/championship-2016-2017/norwich-newcastle-utd/jcTo7Xoo/;Preston - Birmingham;https://www.betexplorer.com/soccer/england/championship-2016-2017/preston-birmingham/h27UVGOo/;Reading - Brentford;https://www.betexplorer.com/soccer/england/championship-2016-2017/reading-brentford/zo3kRhwH/;Rotherham - Huddersfield;https://www.betexplorer.com/soccer/england/championship-2016-2017/rotherham-huddersfield/0SAxUfgb/;Sheffield Wed - Blackburn;https://www.betexplorer.com/soccer/england/championship-2016-2017/sheffield-wed-blackburn/vJ9tTE84/;Wolves - Wigan;https://www.betexplorer.com/soccer/england/championship-2016-2017/wolves-wigan/MsaoSYNA/
