FINAL;U. De Concepcion - Palestino;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/u-de-concepcion-palestino/tnbe36iK/
SEMI-FINALS - 2ND LEG;U. De Concepcion - U. Espanola;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/u-de-concepcion-u-espanola/I5YFYJFf/;Palestino - Antofagasta;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/palestino-antofagasta/OrZBZa0l/
SEMI-FINALS - 1ST LEG;U. Espanola - U. De Concepcion;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/u-espanola-u-de-concepcion/phz8ztor/;Antofagasta - Palestino;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/antofagasta-palestino/tOVnuMxR/
QUARTER-FINALS - 2ND LEG;U. Espanola - San Felipe;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/u-espanola-san-felipe/CG9eU0Ro/
QUARTER-FINALS - 1ST LEG;San Felipe - U. Espanola;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/san-felipe-u-espanola/zyWwCJBH/
QUARTER-FINALS - 2ND LEG;Palestino - A. Italiano;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/palestino-a-italiano/QJDaTKth/;U. De Concepcion - Deportes Temuco;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/u-de-concepcion-deportes-temuco/KtD3Svdb/;Antofagasta - San Marcos de Arica;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/antofagasta-san-marcos-de-arica/ABVC5Hlo/
QUARTER-FINALS - 1ST LEG;A. Italiano - Palestino;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/a-italiano-palestino/ERUsBwRN/;San Marcos de Arica - Antofagasta;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/san-marcos-de-arica-antofagasta/hCtZCadB/;Deportes Temuco - U. De Concepcion;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/deportes-temuco-u-de-concepcion/82qoActU/
1/8-FINALS - 2ND LEG;A. Italiano - Curico Unido;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/a-italiano-curico-unido/jyEI45ba/;Nublense - Deportes Temuco;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/nublense-deportes-temuco/n37R2qTB/;U. Espanola - San Luis;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/u-espanola-san-luis/INFA6RTn/;Antofagasta - Coquimbo;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/antofagasta-coquimbo/bwZwCm6P/;S. Wanderers - San Felipe;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/s-wanderers-san-felipe/0nL577Et/;Palestino - Magallanes;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/palestino-magallanes/dEEE5oqg/;U. De Concepcion - L. Schwager;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/u-de-concepcion-l-schwager/4vIM3PD5/;San Marcos de Arica - Cobresal;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/san-marcos-de-arica-cobresal/pzodm4TO/
1/8-FINALS - 1ST LEG;Curico Unido - A. Italiano;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/curico-unido-a-italiano/QZwpj6q6/;Coquimbo - Antofagasta;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/coquimbo-antofagasta/MssTglps/;Cobresal - San Marcos de Arica;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/cobresal-san-marcos-de-arica/42f1bUyQ/;Deportes Temuco - Nublense;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/deportes-temuco-nublense/nkShlpEI/;L. Schwager - U. De Concepcion;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/l-schwager-u-de-concepcion/4QxlkQbC/;Magallanes - Palestino;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/magallanes-palestino/d0ZuinUa/;San Felipe - S. Wanderers;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/san-felipe-s-wanderers/zooXh8am/;San Luis - U. Espanola;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/san-luis-u-espanola/I9zxhSEg/
GROUP 5;Rangers - Palestino;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/rangers-palestino/8IuACcKO/;U. De Concepcion - Colo Colo;https://www.betexplorer.com/soccer/chile/chilean-cup-2014-2015/u-de-concepcion-colo-colo/fFy6Dw5I/
