34. ROUND;Bochum - Union Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/bochum-union-berlin/SKRkWReI/;Braunschweig - FSV Frankfurt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/braunschweig-fsv-frankfurt/xWYxZTBa/;Duisburg - Paderborn;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/duisburg-paderborn/AqXpX7tC/;Hertha Berlin - Energie Cottbus;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/hertha-berlin-energie-cottbus/2DtQyWRt/;Ingolstadt - FC Koln;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/ingolstadt-koln/6BQgVoBO/;Kaiserslautern - St. Pauli;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/kaiserslautern-st-pauli/t4uUzjsm/;Munich 1860 - Aalen;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/munich-1860-aalen/OSUYZ9dg/;Sandhausen - Aue;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/sandhausen-aue/KEEyfVmP/;SG Dynamo Dresden - Regensburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/dresden-regensburg/WhYtYmR5/
33. ROUND;Aalen - SG Dynamo Dresden;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aalen-dresden/6Tuesh4J/;Aue - Ingolstadt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aue-ingolstadt/2eFEYa0J/;Energie Cottbus - Sandhausen;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/energie-cottbus-sandhausen/lhBAZuoD/;FC Koln - Hertha Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/koln-hertha-berlin/QkKkv4Ws/;FSV Frankfurt - Bochum;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/fsv-frankfurt-bochum/fVB6zMV6/;Paderborn - Munich 1860;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/paderborn-munich-1860/b3Icxr1f/;Regensburg - Kaiserslautern;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/regensburg-kaiserslautern/pKvatCJP/;St. Pauli - Braunschweig;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/st-pauli-braunschweig/KCJgwOol/;Union Berlin - Duisburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/union-berlin-duisburg/GvD2y2G0/
32. ROUND;Braunschweig - Energie Cottbus;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/braunschweig-energie-cottbus/KCcONrn1/;Duisburg - St. Pauli;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/duisburg-st-pauli/tSoXLMGD/;Kaiserslautern - FSV Frankfurt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/kaiserslautern-fsv-frankfurt/CnfGP4Hl/;Munich 1860 - Union Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/munich-1860-union-berlin/69gKOOWf/;Bochum - FC Koln;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/bochum-koln/UsuFp6gE/;Sandhausen - Ingolstadt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/sandhausen-ingolstadt/8YwJqQ8K/;Aalen - Regensburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aalen-regensburg/jcTNrpOQ/;Hertha Berlin - Aue;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/hertha-berlin-aue/YeeCQp2r/;SG Dynamo Dresden - Paderborn;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/dresden-paderborn/2ymTM217/
31. ROUND;Energie Cottbus - Kaiserslautern;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/energie-cottbus-kaiserslautern/McHspZ23/;FC Koln - Munich 1860;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/koln-munich-1860/EifGTDIM/;Paderborn - Aalen;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/paderborn-aalen/bPVnOitp/;St. Pauli - Hertha Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/st-pauli-hertha-berlin/dGqLSXXS/;Aue - Duisburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aue-duisburg/GKGoqgI9/;FSV Frankfurt - SG Dynamo Dresden;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/fsv-frankfurt-dresden/8fDwoFmc/;Ingolstadt - Braunschweig;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/ingolstadt-braunschweig/6kZfMVAd/;Sandhausen - Bochum;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/sandhausen-bochum/fBFkrDXF/;Union Berlin - Regensburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/union-berlin-regensburg/SbziNBej/
30. ROUND;Duisburg - FC Koln;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/duisburg-koln/QHr0XeJc/;Braunschweig - Aue;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/braunschweig-aue/YNeE9hRj/;Hertha Berlin - Sandhausen;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/hertha-berlin-sandhausen/zmGwGflN/;SG Dynamo Dresden - Energie Cottbus;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/dresden-energie-cottbus/nRqdYy4i/;Kaiserslautern - Paderborn;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/kaiserslautern-paderborn/EwFsFE3T/;Munich 1860 - FSV Frankfurt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/munich-1860-fsv-frankfurt/KKiAAYBp/;Aalen - Union Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aalen-union-berlin/Mqx9VZmA/;Bochum - St. Pauli;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/bochum-st-pauli/rgw5WFY3/;Regensburg - Ingolstadt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/regensburg-ingolstadt/G6yDUg3G/
29. ROUND;Aue - Kaiserslautern;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aue-kaiserslautern/lWHVHGJA/;Energie Cottbus - Bochum;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/energie-cottbus-bochum/67SQId44/;FC Koln - Aalen;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/koln-aalen/n3e02yKN/;Paderborn - Regensburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/paderborn-regensburg/rZtWdFso/;FSV Frankfurt - Duisburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/fsv-frankfurt-duisburg/h4OMJxkb/;St. Pauli - Munich 1860;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/st-pauli-munich-1860/tQf41eZT/;Ingolstadt - Hertha Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/ingolstadt-hertha-berlin/bsPIKIZi/;Sandhausen - Braunschweig;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/sandhausen-braunschweig/SMGZGzZG/;Union Berlin - SG Dynamo Dresden;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/union-berlin-dresden/KjQELbKo/
28. ROUND;Hertha Berlin - Braunschweig;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/hertha-berlin-braunschweig/f9WMlIkO/;Duisburg - Sandhausen;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/duisburg-sandhausen/pvaq6JKb/;Munich 1860 - Energie Cottbus;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/munich-1860-energie-cottbus/OOAz8ujn/;Paderborn - Union Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/paderborn-union-berlin/AL6W8Lzt/;Regensburg - FSV Frankfurt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/regensburg-fsv-frankfurt/zTid3H4H/;SG Dynamo Dresden - St. Pauli;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/dresden-st-pauli/6m0u7a5h/;Aalen - Ingolstadt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aalen-ingolstadt/h42i4ckB/;Bochum - Aue;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/bochum-aue/ED3m5wz5/;Kaiserslautern - FC Koln;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/kaiserslautern-koln/YaVQmx5U/
27. ROUND;St. Pauli - Paderborn;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/st-pauli-paderborn/js51e26t/;FC Koln - Regensburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/koln-regensburg/EHsYCUyE/;FSV Frankfurt - Union Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/fsv-frankfurt-union-berlin/tWcEh0ja/;Sandhausen - Kaiserslautern;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/sandhausen-kaiserslautern/Sn0QkbzI/;Hertha Berlin - Bochum;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/hertha-berlin-bochum/CC3kloaD/;Ingolstadt - Duisburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/ingolstadt-duisburg/b789gtyg/;Aue - Munich 1860;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aue-munich-1860/ld1MjvLB/;Braunschweig - SG Dynamo Dresden;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/braunschweig-dresden/KG95fMLn/;Energie Cottbus - Aalen;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/energie-cottbus-aalen/fZ1IiK55/
26. ROUND;SG Dynamo Dresden - FC Koln;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/dresden-koln/Wd8Uh9pr/;Aalen - Sandhausen;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aalen-sandhausen/6F0sj7U0/;Kaiserslautern - Ingolstadt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/kaiserslautern-ingolstadt/vaTk0ih8/;Regensburg - Aue;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/regensburg-aue/0x0okRq7/;Bochum - Braunschweig;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/bochum-braunschweig/SO1wimFf/;Munich 1860 - Hertha Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/munich-1860-hertha-berlin/0EHbbVMK/;Duisburg - Energie Cottbus;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/duisburg-energie-cottbus/Am7YiTal/;Paderborn - FSV Frankfurt;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/paderborn-fsv-frankfurt/IkSgaB7E/;Union Berlin - St. Pauli;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/union-berlin-st-pauli/EHL2ckxR/
25. ROUND;Braunschweig - Kaiserslautern;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/braunschweig-kaiserslautern/t41PqW7R/;Aue - SG Dynamo Dresden;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/aue-dresden/Y1t4xl01/;Hertha Berlin - Duisburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/hertha-berlin-duisburg/jF8CnYN8/;Ingolstadt - Bochum;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/ingolstadt-bochum/rDmiujGr/;Energie Cottbus - Union Berlin;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/energie-cottbus-union-berlin/jwiawUpe/;FC Koln - Paderborn;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/koln-paderborn/px8GohwF/;FSV Frankfurt - Aalen;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/fsv-frankfurt-aalen/xzmevAVl/;Sandhausen - Munich 1860;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/sandhausen-munich-1860/Chu8y8F7/;St. Pauli - Regensburg;https://www.betexplorer.com/soccer/germany/2-bundesliga-2012-2013/st-pauli-regensburg/OS6KpChL/
