28. ROUND;Athlone - Longford;https://www.betexplorer.com/soccer/ireland/division-1-2013/athlone-longford/4zxC2B6n/;Cobh Ramblers - Waterford;https://www.betexplorer.com/soccer/ireland/division-1-2013/cobh-ramblers-waterford/rRzG1VLh/;Salthill - Finn Harps;https://www.betexplorer.com/soccer/ireland/division-1-2013/salthill-finn-harps/QkQK0kya/;Wexford - Mervue;https://www.betexplorer.com/soccer/ireland/division-1-2013/wexford-mervue/xQTOa9j5/
27. ROUND;Longford - Wexford;https://www.betexplorer.com/soccer/ireland/division-1-2013/longford-wexford/z1X73iit/;Finn Harps - Athlone;https://www.betexplorer.com/soccer/ireland/division-1-2013/finn-harps-athlone/byAvLJMD/;Mervue - Cobh Ramblers;https://www.betexplorer.com/soccer/ireland/division-1-2013/mervue-cobh-ramblers/t0ufD737/;Waterford - Salthill;https://www.betexplorer.com/soccer/ireland/division-1-2013/waterford-salthill/f3qbCRID/
26. ROUND;Cobh Ramblers - Salthill;https://www.betexplorer.com/soccer/ireland/division-1-2013/cobh-ramblers-salthill/nwtjEml1/;Athlone - Waterford;https://www.betexplorer.com/soccer/ireland/division-1-2013/athlone-waterford/8nsnFTYf/;Mervue - Longford;https://www.betexplorer.com/soccer/ireland/division-1-2013/mervue-longford/lpRpHk4r/;Wexford - Finn Harps;https://www.betexplorer.com/soccer/ireland/division-1-2013/wexford-finn-harps/SzQlG9Jl/
25. ROUND;Longford - Cobh Ramblers;https://www.betexplorer.com/soccer/ireland/division-1-2013/longford-cobh-ramblers/W4vJLVeR/;Finn Harps - Mervue;https://www.betexplorer.com/soccer/ireland/division-1-2013/finn-harps-mervue/I1zFMBtL/;Salthill - Athlone;https://www.betexplorer.com/soccer/ireland/division-1-2013/salthill-athlone/dnn6OXB8/;Waterford - Wexford;https://www.betexplorer.com/soccer/ireland/division-1-2013/waterford-wexford/zwoANiRE/
24. ROUND;Cobh Ramblers - Athlone;https://www.betexplorer.com/soccer/ireland/division-1-2013/cobh-ramblers-athlone/lWoC2jkk/;Longford - Finn Harps;https://www.betexplorer.com/soccer/ireland/division-1-2013/longford-finn-harps/nH4F1A4e/;Mervue - Waterford;https://www.betexplorer.com/soccer/ireland/division-1-2013/mervue-waterford/UufK0UJ1/;Wexford - Salthill;https://www.betexplorer.com/soccer/ireland/division-1-2013/wexford-salthill/8WhOalZ7/
23. ROUND;Cobh Ramblers - Finn Harps;https://www.betexplorer.com/soccer/ireland/division-1-2013/cobh-ramblers-finn-harps/f9n83WZr/;Athlone - Wexford;https://www.betexplorer.com/soccer/ireland/division-1-2013/athlone-wexford/h00t8CRR/;Salthill - Mervue;https://www.betexplorer.com/soccer/ireland/division-1-2013/salthill-mervue/dY6X9YdF/;Waterford - Longford;https://www.betexplorer.com/soccer/ireland/division-1-2013/waterford-longford/zP5y9hCL/
22. ROUND;Longford - Salthill;https://www.betexplorer.com/soccer/ireland/division-1-2013/longford-salthill/2B7TAEs9/;Finn Harps - Waterford;https://www.betexplorer.com/soccer/ireland/division-1-2013/finn-harps-waterford/n3PtmBk2/;Mervue - Athlone;https://www.betexplorer.com/soccer/ireland/division-1-2013/mervue-athlone/8CQxlizd/;Wexford - Cobh Ramblers;https://www.betexplorer.com/soccer/ireland/division-1-2013/wexford-cobh-ramblers/l83PBfS2/
21. ROUND;Longford - Athlone;https://www.betexplorer.com/soccer/ireland/division-1-2013/longford-athlone/0nRYlXKk/;Finn Harps - Salthill;https://www.betexplorer.com/soccer/ireland/division-1-2013/finn-harps-salthill/MeSUkD5q/;Mervue - Wexford;https://www.betexplorer.com/soccer/ireland/division-1-2013/mervue-wexford/2BobeZsM/;Waterford - Cobh Ramblers;https://www.betexplorer.com/soccer/ireland/division-1-2013/waterford-cobh-ramblers/GEk2fgcS/
20. ROUND;Cobh Ramblers - Mervue;https://www.betexplorer.com/soccer/ireland/division-1-2013/cobh-ramblers-mervue/8lnfdFSF/;Athlone - Finn Harps;https://www.betexplorer.com/soccer/ireland/division-1-2013/athlone-finn-harps/UcmjceD9/;Salthill - Waterford;https://www.betexplorer.com/soccer/ireland/division-1-2013/salthill-waterford/YVgsaHrc/;Wexford - Longford;https://www.betexplorer.com/soccer/ireland/division-1-2013/wexford-longford/CMhobyb3/
19. ROUND;Longford - Mervue;https://www.betexplorer.com/soccer/ireland/division-1-2013/longford-mervue/KS5azY5d/;Finn Harps - Wexford;https://www.betexplorer.com/soccer/ireland/division-1-2013/finn-harps-wexford/8h2eyEjj/;Salthill - Cobh Ramblers;https://www.betexplorer.com/soccer/ireland/division-1-2013/salthill-cobh-ramblers/OKQOtzTS/;Waterford - Athlone;https://www.betexplorer.com/soccer/ireland/division-1-2013/waterford-athlone/QTCjxfyp/
